ID,Price,Levy,Manufacturer,Model,Prod..year,Category,Leather.interior,Fuel.type,Mileage,Cylinders,Gear.box.type,Drive.wheels,Color,Airbags
45489233,50178,0,LAND ROVER,Range Rover Evoque,2012,Jeep,TRUE,Petrol,125000,4,Tiptronic,4x4,Red,8
45797544,35344,934,HYUNDAI,H1,2015,Universal,TRUE,Diesel,90660,4,Automatic,Front,White,4
45809600,15925,447,HONDA,FIT,2013,Hatchback,TRUE,Petrol,86996,4,Automatic,Front,Silver,4
45760797,23521,777,TOYOTA,Camry,2014,Sedan,TRUE,Petrol,47152,4,Tiptronic,Front,White,7
45771913,15681,640,FORD,Fusion,2013,Sedan,TRUE,Petrol,134982,4,Automatic,Front,Red,0
45695043,21953,0,FORD,Escape,2008,Jeep,TRUE,Hybrid,93000,4,Automatic,4x4,Silver,10
44062586,11000,1845,TOYOTA,Prius V ALPINA,2015,Hatchback,FALSE,Hybrid,123000,4,Automatic,Front,White,6
45789096,11604,528,FORD,Fiesta,2014,Sedan,FALSE,Petrol,49000,4,Tiptronic,Front,Green,10
45788171,17249,0,MERCEDES-BENZ,E 500,2005,Sedan,TRUE,Petrol,125000,8,Tiptronic,Rear,Silver,12
45810473,28059,639,CHEVROLET,Orlando,2014,Jeep,TRUE,Diesel,73650,4,Automatic,Front,Silver,4
45732987,18826,707,HYUNDAI,Sonata,2011,Sedan,TRUE,Petrol,145219,4,Automatic,Front,Grey,4
45755431,13485,0,TOYOTA,Prius,2012,Hatchback,FALSE,Hybrid,0,4,Automatic,Front,White,8
45810866,21326,0,MITSUBISHI,Outlander,2012,Jeep,FALSE,Petrol,7964,6,Tiptronic,4x4,Silver,16
45731414,34074,777,HYUNDAI,H1,2014,Minivan,TRUE,Diesel,126970,4,Automatic,Front,Silver,4
45810143,11099,645,CHEVROLET,Lacetti,2011,Sedan,TRUE,Petrol,142600,4,Automatic,Front,Silver,4
45646973,18817,609,TOYOTA,Camry,2018,Sedan,TRUE,Hybrid,35058,4,Automatic,Front,White,12
45810708,29793,1249,TOYOTA,Camry,2017,Sedan,TRUE,Petrol,32000,4,Tiptronic,Front,Green,14
45809813,31675,784,HONDA,Civic,2017,Hatchback,TRUE,Petrol,46935,4,Automatic,Front,Black,4
45793633,21012,0,TOYOTA,Prius,2013,Sedan,TRUE,Hybrid,150000,4,Automatic,Front,Black,8
45732040,53154,1017,HYUNDAI,Santa FE,2017,Jeep,TRUE,Diesel,105751,4,Automatic,Front,White,4
45797011,12544,0,NISSAN,Elgrand,2004,Minivan,TRUE,Petrol,122000,6,Tiptronic,Rear,Green,12
45770574,16308,528,KIA,RIO lx,2014,Hatchback,TRUE,Petrol,100800,4,Automatic,Front,White,12
45811000,18503,584,VOLKSWAGEN,Passat,2014,Sedan,TRUE,Petrol,144000,4,Tiptronic,Front,White,10
45798184,11368,1047,HYUNDAI,Elantra,2007,Sedan,TRUE,Petrol,122587,4,Automatic,Front,Silver,4
45617742,11133,394,TOYOTA,Camry,2014,Sedan,TRUE,Hybrid,179381,4,Automatic,Front,Black,12
45814191,20385,0,VOLKSWAGEN,Jetta SEL,2013,Sedan,TRUE,Diesel,163000,4,Manual,Front,Silver,6
45730876,43868,730,SSANGYONG,Actyon,2016,Jeep,TRUE,Diesel,43300,4,Automatic,Front,White,4
45781278,28225,0,LEXUS,CT 200h,2012,Hatchback,TRUE,Hybrid,128297,4,Automatic,Front,Brown,4
45691317,39201,891,MERCEDES-BENZ,GLA 250,2016,Hatchback,TRUE,Petrol,48000,4,Automatic,4x4,White,0
44936719,22266,0,TOYOTA,Prius,2012,Hatchback,FALSE,Hybrid,57000,4,Variator,Front,Black,12
45730098,25889,528,HYUNDAI,Elantra,2014,Sedan,TRUE,Petrol,147957,4,Automatic,Front,White,4
45794508,17249,1511,JEEP,Wrangler,2010,Jeep,FALSE,Petrol,1000,6,Automatic,4x4,Silver,0
45792406,16151,638,KIA,Optima,2014,Sedan,TRUE,Petrol,38878,4,Automatic,Front,Silver,4
45797866,24860,1347,HYUNDAI,H1,2008,Minivan,TRUE,Diesel,134955,4,Automatic,Front,Silver,4
45770278,22894,781,TOYOTA,Camry,2012,Sedan,TRUE,Petrol,2.00E+05,6,Automatic,Rear,White,0
45806842,10349,1820,LEXUS,ES 350,2019,Sedan,TRUE,Petrol,13147,6,Automatic,Front,White,12
43790286,17000,2236,MAZDA,Atenza,2015,Sedan,TRUE,Diesel,59000,4,Tiptronic,Front,Black,8
43652825,15681,0,MERCEDES-BENZ,G 300,1988,Jeep,FALSE,Diesel,138000,4,Manual,4x4,Black,2
45733638,55932,1079,HYUNDAI,Sonata,2018,Sedan,TRUE,Petrol,50310,4,Automatic,Front,Grey,4
45713468,37633,0,LEXUS,RX 450 H,2010,Jeep,TRUE,Hybrid,180800,8,Automatic,Front,Silver,8
44998607,14113,738,CHEVROLET,Cruze LT,2017,Sedan,FALSE,Petrol,89620,4,Automatic,Front,Sky blue,8
45730049,24123,707,SSANGYONG,REXTON,2011,Jeep,TRUE,Diesel,162977,4,Automatic,Front,Silver,4
45178867,37633,1058,TOYOTA,Highlander sport,2012,Jeep,TRUE,Petrol,134114,6,Automatic,4x4,White,10
45794285,14113,639,FORD,Focus,2014,Hatchback,FALSE,Petrol,13000,4,Manual,Front,White,8
45802586,39559,765,HYUNDAI,Santa FE,2015,Jeep,TRUE,Diesel,99000,4,Automatic,Front,Grey,4
45782189,12544,353,TOYOTA,Prius,2015,Hatchback,FALSE,Hybrid,118410,4,Tiptronic,Front,Silver,12
45042656,12500,0,NISSAN,Teana,2008,Sedan,FALSE,Petrol,160000,6,Variator,Front,Silver,4
45728539,45633,765,SSANGYONG,REXTON,2015,Jeep,TRUE,Diesel,59077,4,Automatic,Front,Black,4
45742214,14426,0,BMW,X5,2001,Jeep,TRUE,CNG,3000,8,Automatic,4x4,Black,16
45789030,15681,862,TOYOTA,Camry,2011,Sedan,TRUE,Petrol,165222,4,Automatic,Front,Black,8
45730191,39797,730,SSANGYONG,Actyon,2016,Jeep,TRUE,Diesel,97181,4,Automatic,Front,Blue,4
45808872,13297,531,CHEVROLET,Aveo,2012,Hatchback,TRUE,Petrol,46000,4,Automatic,Front,Red,4
45797236,12231,1537,HYUNDAI,Genesis,2009,Sedan,TRUE,Petrol,159747,4,Automatic,Front,Black,4
45792403,35908,764,KIA,Optima,2016,Sedan,TRUE,Diesel,30177,4,Automatic,Front,White,4
45729952,26475,530,HYUNDAI,Elantra,2013,Sedan,TRUE,Petrol,94415,4,Automatic,Front,Black,4
41767828,16935,0,TOYOTA,Prius,2009,Hatchback,FALSE,Hybrid,124000,4,Automatic,Front,Black,6
45454835,16935,642,FORD,Focus TITANIUM,2012,Hatchback,TRUE,Petrol,155607,4,Automatic,Front,Black,4
45795702,10036,0,TOYOTA,Vitz,2007,Hatchback,FALSE,Petrol,125000,4,Variator,Front,Sky blue,2
45732809,15850,836,HYUNDAI,Sonata,2010,Sedan,TRUE,Petrol,152566,4,Automatic,Front,Grey,4
45760603,45473,0,JEEP,Wrangler,2011,Jeep,FALSE,Petrol,120000,6,Manual,4x4,White,2
45805742,10976,642,FORD,Focus,2012,Sedan,TRUE,Petrol,121000,4,Automatic,Front,Black,10
45732818,14069,836,HYUNDAI,Sonata,2010,Sedan,TRUE,Petrol,170000,4,Automatic,Front,Black,4
45576301,55823,0,PORSCHE,Cayenne,2012,Jeep,TRUE,Petrol,91000,6,Tiptronic,4x4,White,12
45810097,38975,501,TOYOTA,Aqua,2014,Sedan,TRUE,Petrol,51000,4,Automatic,Front,White,4
45776035,17249,0,HYUNDAI,Elantra,2011,Sedan,FALSE,Petrol,177600,4,Tiptronic,Front,White,9
45813274,19444,697,HYUNDAI,Elantra,2015,Sedan,TRUE,Petrol,96000,4,Tiptronic,Front,Silver,16
45802931,40390,891,HYUNDAI,Santa FE,2016,Jeep,TRUE,Diesel,175089,4,Automatic,Front,White,4
43760863,18817,397,TOYOTA,Prius,2016,Hatchback,FALSE,Hybrid,74098,4,Automatic,Front,Silver,8
45748211,29166,0,AUDI,Q5,2010,Jeep,TRUE,Petrol,150000,6,Tiptronic,4x4,Silver,8
45786658,42337,0,BMW,328,2015,Sedan,TRUE,Petrol,26000,4,Tiptronic,4x4,White,12
45798763,10976,687,HYUNDAI,I30,2010,Goods wagon,TRUE,Diesel,156000,4,Manual,Front,Beige,12
45585407,56450,0,PORSCHE,Cayenne,2011,Jeep,TRUE,Petrol,171000,6,Tiptronic,4x4,Black,10
45801494,18500,528,HYUNDAI,Elantra,2014,Sedan,TRUE,Petrol,179664,4,Automatic,Front,Silver,4
45513057,19500,1327,NISSAN,Pathfinder,2011,Jeep,TRUE,Petrol,127000,6,Tiptronic,4x4,Black,12
43942837,28852,640,BMW,X1,2013,Jeep,TRUE,Petrol,10000,4,Automatic,4x4,Orange,12
45627333,23207,862,TOYOTA,RAV 4,2011,Jeep,TRUE,Petrol,198400,4,Automatic,4x4,Green,8
45797259,17346,531,HYUNDAI,I30,2012,Hatchback,TRUE,Diesel,151136,4,Automatic,Front,White,4
45534007,13172,697,KIA,Forte,2015,Sedan,FALSE,Petrol,72000,4,Manual,Front,White,6
43447022,29793,1018,BMW,740,2011,Sedan,TRUE,Petrol,123803,6,Tiptronic,Rear,White,8
45810046,30906,501,TOYOTA,Aqua,2014,Hatchback,TRUE,Petrol,42000,4,Automatic,Front,Grey,4
45730905,42987,831,SSANGYONG,Actyon,2017,Jeep,TRUE,Petrol,60013,4,Automatic,Front,White,4
45559556,15681,0,FIAT,500 turbo,2012,Hatchback,TRUE,Petrol,58000,4,Manual,Front,White,12
45804822,30712,877,HYUNDAI,Tucson,2017,Jeep,TRUE,Diesel,50380,4,Automatic,Front,White,4
45522935,19914,586,TOYOTA,Prius,2012,Hatchback,FALSE,Hybrid,110000,4,Automatic,Front,Black,8
45798228,33076,880,HYUNDAI,Elantra,2018,Sedan,TRUE,Petrol,41523,4,Automatic,Front,Blue,4
45801980,18503,730,HYUNDAI,Elantra,2016,Sedan,TRUE,LPG,33091,4,Automatic,Front,Silver,4
45768991,12858,0,FORD,Fiesta,2011,Hatchback,FALSE,Petrol,160000,4,Manual,Front,White,4
45771518,12544,447,HONDA,Insight,2013,Hatchback,FALSE,Hybrid,175930,4,Automatic,Front,Silver,0
45804677,35902,891,HYUNDAI,Tucson,2016,Jeep,TRUE,Diesel,99821,4,Automatic,Front,White,4
45795757,15053,1834,MERCEDES-BENZ,Sprinter,2004,Microbus,FALSE,Diesel,169000,6,Manual,Rear,White,2
45810141,11676,761,CHEVROLET,Lacetti,2010,Sedan,TRUE,Petrol,153966,4,Automatic,Front,Silver,4
45793919,13172,0,TOYOTA,Aqua L paketi,2014,Hatchback,FALSE,Hybrid,70000,4,Tiptronic,Front,Silver,8
45671669,43592,765,HYUNDAI,Santa FE Ultimate,2015,Jeep,TRUE,Petrol,76000,4,Tiptronic,4x4,Black,12
45780352,18189,0,HYUNDAI,Elantra,2013,Sedan,FALSE,Petrol,115200,4,Tiptronic,Front,Grey,6
45756849,10036,382,FORD,Fusion,2015,Sedan,TRUE,Hybrid,100747,4,Automatic,Front,Green,0
45808871,48566,1273,FORD,Explorer,2015,Jeep,TRUE,Petrol,143604,4,Automatic,Front,White,4
45648509,25089,915,BMW,X5,2014,Jeep,TRUE,Diesel,141384,6,Automatic,4x4,Blue,0
45765220,16621,779,TOYOTA,Camry,2013,Sedan,FALSE,Hybrid,136861,4,Automatic,Front,Blue,0
45741612,12544,640,FORD,C-MAX,2013,Sedan,FALSE,Hybrid,144000,4,Automatic,Front,Blue,10
45794273,18503,1197,NISSAN,X-Terra,2012,Jeep,FALSE,Petrol,138965,6,Automatic,4x4,Black,8
45789769,16308,0,VOLKSWAGEN,Jetta,2011,Sedan,FALSE,Petrol,97600,6,Tiptronic,Front,Black,10
45793776,13485,781,VOLKSWAGEN,Jetta,2012,Sedan,TRUE,Petrol,160000,4,Automatic,Rear,Blue,0
45732771,15132,836,HYUNDAI,Sonata,2010,Sedan,TRUE,Petrol,185120,4,Automatic,Front,Silver,4
45590004,12231,0,HONDA,FIT,2010,Hatchback,FALSE,Petrol,93000,4,Automatic,Front,Blue,2
45732808,15850,642,HYUNDAI,Sonata,2012,Sedan,TRUE,Petrol,187794,4,Automatic,Front,Golden,4
45797586,20266,583,HYUNDAI,Elantra,2011,Sedan,TRUE,Petrol,94910,4,Automatic,Front,Silver,4
45803884,54346,1079,HYUNDAI,Tucson,2018,Jeep,TRUE,Diesel,46503,4,Automatic,Front,Grey,4
45807549,18817,753,KIA,Optima,2012,Sedan,TRUE,Hybrid,119700,4,Tiptronic,Front,White,10
44105224,40769,1091,TOYOTA,RAV 4,2016,Jeep,FALSE,Petrol,60000,4,Tiptronic,Front,Carnelian red,8
45764483,12388,1399,MERCEDES-BENZ,E 350,2010,Sedan,TRUE,Diesel,189530,6,Automatic,4x4,Black,12
45732675,14454,836,HYUNDAI,Sonata,2010,Sedan,TRUE,Petrol,171734,4,Automatic,Front,Silver,4
45758080,47042,1646,LEXUS,GX 470,2015,Jeep,TRUE,Petrol,106918,8,Automatic,4x4,Black,0
45416975,25089,1202,HYUNDAI,Sonata,2017,Sedan,FALSE,Petrol,50000,4,Tiptronic,Front,White,10
45781796,10663,0,BMW,325,2003,Sedan,FALSE,Petrol,76000,6,Automatic,Rear,Silver,6
45800897,20385,0,MERCEDES-BENZ,Sprinter,1998,Microbus,TRUE,Diesel,111111,5,Manual,Rear,White,1
45738884,21012,781,TOYOTA,Camry,2012,Sedan,TRUE,Petrol,101000,4,Tiptronic,Front,Grey,8
44063410,16000,2266,HONDA,Fred,2018,Minivan,FALSE,Hybrid,0,4,Automatic,Front,Blue,2
45803619,21009,1024,HYUNDAI,H1,2010,Minivan,TRUE,Diesel,92336,4,Automatic,Front,Silver,4
45772862,64917,0,MERCEDES-BENZ,C 300,2015,Sedan,TRUE,Petrol,83000,6,Tiptronic,Rear,Black,12
45038933,19757,0,FORD,C-MAX,2013,Hatchback,TRUE,Hybrid,93450,4,Automatic,Front,White,10
45804352,39026,1172,LEXUS,ES 300,2011,Sedan,TRUE,Petrol,63905,4,Automatic,Front,Silver,4
45689434,13172,502,TOYOTA,Prius C,2013,Hatchback,FALSE,Hybrid,0,4,Tiptronic,Front,White,12
45809902,50526,1017,HONDA,Civic,2017,Sedan,TRUE,Petrol,41747,4,Automatic,Front,White,4
45796915,48610,518,TOYOTA,RAV 4,2016,Jeep,FALSE,Hybrid,19000,4,Tiptronic,4x4,Blue,12
45696847,19444,934,FORD,Fusion,2015,Sedan,FALSE,Petrol,90000,4,Tiptronic,Front,Black,8
45785735,15681,761,TOYOTA,Prius,2010,Sedan,FALSE,Hybrid,133000,4,Variator,Front,White,10
45772787,16621,1172,MERCEDES-BENZ,E 350,2011,Sedan,TRUE,Diesel,119379,6,Automatic,4x4,Silver,12
45728508,52106,971,SSANGYONG,REXTON,2016,Jeep,TRUE,Diesel,94638,4,Automatic,Front,Grey,4
44010350,18503,0,TOYOTA,Camry,2007,Sedan,TRUE,Hybrid,22000,4,Automatic,Front,Silver,10
45793831,21326,891,HYUNDAI,Elantra,2016,Sedan,FALSE,Petrol,67000,4,Tiptronic,Front,Black,12
45781066,19444,900,MITSUBISHI,Outlander sport,2015,Jeep,FALSE,Petrol,177600,4,Automatic,Front,Black,7
45770559,11604,751,KIA,Optima,2013,Sedan,TRUE,Petrol,180800,4,Automatic,Front,White,4
45798717,14113,0,AUDI,A4,2008,Sedan,TRUE,Petrol,190400,6,Variator,Front,Black,12
45431202,15994,475,CHEVROLET,Cruze,2012,Sedan,TRUE,Petrol,74000,4,Automatic,Front,Silver,8
45480875,15994,0,MERCEDES-BENZ,311,1998,Goods wagon,FALSE,Diesel,0,6,Manual,Rear,Blue,2
45809147,27174,833,CHEVROLET,Captiva,2015,Jeep,TRUE,Diesel,69320,4,Automatic,Front,Silver,4
45812861,14113,503,HONDA,Civic,2012,Sedan,TRUE,Hybrid,142000,4,Automatic,Front,White,8
45802099,22580,777,TOYOTA,Camry SE,2014,Sedan,TRUE,Petrol,29800,4,Automatic,Front,White,6
45792100,20918,626,KIA,Cerato,2015,Sedan,TRUE,Petrol,41250,4,Automatic,Front,Black,4
45798472,16308,0,MERCEDES-BENZ,E 320,2004,Sedan,TRUE,Petrol,130000,6,Tiptronic,Rear,Silver,8
45729814,27356,87,HYUNDAI,Elantra,2016,Sedan,TRUE,LPG,65004,4,Automatic,Front,White,4
45556857,82166,1104,BMW,X5,2015,Jeep,TRUE,Petrol,80000,6,Tiptronic,4x4,Blue,12
45809833,18519,640,CHEVROLET,Cruze,2013,Sedan,TRUE,Diesel,163855,4,Automatic,Front,White,4
45809575,13877,585,CHEVROLET,Cruze,2013,Sedan,TRUE,Petrol,137538,4,Automatic,Front,Black,4
45765280,23521,382,FORD,Fusion,2015,Sedan,FALSE,Hybrid,84800,4,Automatic,Front,Silver,12
45730361,21790,730,SSANGYONG,Actyon,2016,Jeep,TRUE,Diesel,40598,4,Automatic,Front,White,4
45781925,65858,1325,TOYOTA,Camry,2019,Sedan,TRUE,Petrol,7000,4,Automatic,Front,Black,10
45801881,13476,687,HYUNDAI,Elantra,2010,Sedan,TRUE,Petrol,132967,4,Automatic,Front,Grey,4
45740722,25089,0,TOYOTA,Camry,2013,Sedan,FALSE,Hybrid,134700,4,Variator,Front,Black,12
45793241,22266,1016,CHEVROLET,Orlando,2017,Jeep,TRUE,Petrol,48432,4,Automatic,Front,Black,4
45792461,12544,0,NISSAN,Elgrand,2003,Minivan,TRUE,LPG,185000,6,Tiptronic,4x4,Golden,12
45805904,15681,584,HYUNDAI,Elantra,2014,Sedan,TRUE,Petrol,149000,4,Tiptronic,Front,Grey,10
45797067,10349,2002,HYUNDAI,Genesis,2008,Sedan,TRUE,Petrol,136192,4,Automatic,Front,Black,4
45733558,42987,1017,HYUNDAI,Sonata,2017,Sedan,TRUE,Petrol,13148,4,Automatic,Front,Black,4
45810457,27093,730,CHEVROLET,Orlando,2016,Jeep,TRUE,Diesel,51287,4,Automatic,Front,Grey,4
44556915,19757,777,SUBARU,Forester,2014,Jeep,FALSE,Petrol,145000,4,Variator,4x4,White,7
45809073,23678,765,CHEVROLET,Captiva,2015,Jeep,TRUE,Diesel,30000,4,Automatic,Front,Silver,4
45802820,40983,639,HYUNDAI,Santa FE,2014,Jeep,TRUE,Diesel,120871,4,Automatic,Front,Silver,4
45797220,13463,1756,HYUNDAI,Genesis,2009,Coupe,TRUE,Petrol,187143,4,Automatic,Front,White,4
45777549,13485,0,FORD,Fiesta,2012,Hatchback,FALSE,Petrol,100300,4,Automatic,Front,Black,2
45112595,37633,1202,HYUNDAI,Santa FE,2017,Jeep,FALSE,Petrol,79309,4,Automatic,Front,Black,7
45810051,39615,595,TOYOTA,Aqua,2015,Hatchback,TRUE,Petrol,43578,4,Automatic,Front,Silver,4
45793663,21953,779,TOYOTA,Camry,2013,Sedan,TRUE,Petrol,78082,4,Tiptronic,Front,Black,12
45809069,132971,1493,FORD,F150,2016,Sedan,TRUE,Petrol,30573,4,Automatic,Front,White,4
45798255,19130,528,HYUNDAI,Elantra,2014,Sedan,TRUE,Diesel,142495,4,Automatic,Front,White,4
45065457,21326,456,TOYOTA,Camry,2015,Sedan,TRUE,Hybrid,14004,4,Automatic,Front,Black,8
44339567,40456,0,BMW,535 Twinturbo,2012,Sedan,TRUE,Petrol,176480,4,Tiptronic,Rear,Black,12
45748937,10349,1266,TOYOTA,Aqua,2014,Hatchback,FALSE,Hybrid,134800,4,Variator,Front,Silver,2
41340887,13799,0,HONDA,Insight,2010,Hatchback,FALSE,Hybrid,112000,4,Automatic,Front,Silver,4
45799181,31361,1091,TOYOTA,Camry,2016,Sedan,TRUE,Petrol,54400,4,Automatic,Front,Black,8
45729797,41811,831,SSANGYONG,Actyon,2017,Jeep,TRUE,Diesel,33216,4,Automatic,Front,Blue,4
44575014,39201,1018,MERCEDES-BENZ,ML 350,2011,Jeep,TRUE,Diesel,74500,6,Tiptronic,4x4,Black,12
45803744,37000,891,HYUNDAI,Tucson,2016,Jeep,TRUE,Diesel,136027,4,Automatic,Front,Black,4
44962338,11000,0,MERCEDES-BENZ,E 320,1999,Sedan,TRUE,CNG,0,6,Automatic,4x4,Black,2
45809341,10349,1091,TOYOTA,Camry,2016,Sedan,TRUE,Petrol,70066,4,Automatic,Front,White,12
45788367,29793,0,BMW,328,2013,Coupe,TRUE,Petrol,98000,8,Automatic,Rear,White,12
45781816,10036,0,TOYOTA,Avensis,2004,Sedan,FALSE,Petrol,138643,4,Automatic,Front,Silver,8
45544836,22894,382,HYUNDAI,Sonata Hibrid,2014,Sedan,TRUE,Hybrid,76000,4,Automatic,Front,Black,7
45184769,15053,0,FORD,Fiesta,2015,Sedan,FALSE,Petrol,108000,4,Tiptronic,Front,Black,8
45730129,25889,730,HYUNDAI,Elantra,2016,Sedan,TRUE,Petrol,63276,4,Automatic,Front,White,4
45771264,16621,1172,MERCEDES-BENZ,E 350,2011,Sedan,TRUE,Diesel,119379,6,Automatic,4x4,Silver,12
45797635,20005,531,HYUNDAI,Elantra,2012,Sedan,TRUE,Petrol,104997,4,Automatic,Front,White,4
45369640,19130,0,TOYOTA,Prius s,2013,Sedan,FALSE,Hybrid,65000,4,Variator,Front,Silver,8
45715271,14740,528,KIA,RIO lX,2014,Sedan,FALSE,Petrol,76800,4,Automatic,Front,Black,4
45728314,47000,1058,LEXUS,RX 350,2012,Jeep,TRUE,Petrol,170000,6,Tiptronic,4x4,Black,12
45806669,17562,2690,INFINITI,QX80,2017,Jeep,TRUE,Petrol,54854,8,Automatic,Rear,Silver,12
45692586,21012,0,TOYOTA,Prius BLUG-IN,2012,Hatchback,FALSE,Plug-in Hybrid,108773,4,Automatic,Front,Grey,10
45804510,22649,836,HYUNDAI,Tucson,2010,Jeep,TRUE,Diesel,166320,4,Automatic,Front,Black,4
45732142,40983,640,HYUNDAI,Santa FE,2013,Jeep,TRUE,Diesel,95000,4,Automatic,Front,Black,4
45730363,19416,1099,SSANGYONG,REXTON,2010,Jeep,TRUE,Diesel,181385,4,Automatic,Front,Silver,4
45801112,16935,1832,MERCEDES-BENZ,Sprinter,2005,Microbus,FALSE,Diesel,183000,4,Manual,Rear,White,2
45263433,15681,584,HYUNDAI,Elantra,2014,Sedan,FALSE,Petrol,95000,4,Automatic,Front,Blue,0
45810527,23207,642,CHEVROLET,Orlando,2012,Jeep,TRUE,Diesel,132043,4,Automatic,Front,White,4
45815318,12858,1118,OPEL,Astra,2005,Hatchback,FALSE,Diesel,18900,4,Manual,Front,Black,8
44289314,17249,0,KIA,Optima,2013,Sedan,FALSE,Petrol,152480,6,Tiptronic,Front,Silver,6
45718861,12541,761,TOYOTA,Prius,2010,Hatchback,FALSE,Hybrid,136000,4,Variator,Front,Silver,8
45804890,59006,1077,HYUNDAI,Tucson,2019,Jeep,TRUE,Diesel,14000,4,Automatic,Front,Grey,4
45773345,10349,394,TOYOTA,Camry,2014,Sedan,TRUE,Hybrid,0,4,Automatic,Front,Black,12
45801609,20005,583,HYUNDAI,Elantra,2011,Sedan,TRUE,Petrol,94479,4,Automatic,Front,Red,4
44490723,12388,1267,TOYOTA,Aqua,2013,Sedan,FALSE,Hybrid,121840,4,Tiptronic,Front,Brown,4
45773574,15053,751,HYUNDAI,Sonata,2013,Sedan,TRUE,Petrol,52528,4,Automatic,Front,Blue,0
45804860,25264,639,HYUNDAI,Tucson,2014,Jeep,TRUE,Diesel,191980,4,Automatic,Front,White,4
40754201,21012,831,TOYOTA,Yaris IA,2018,Sedan,TRUE,Petrol,20549,4,Automatic,Front,Grey,10
44675141,14113,5332,MERCEDES-BENZ,E 300 AVANTGARDE-LTD,2007,Universal,TRUE,Petrol,75000,8,Tiptronic,Rear,White,12
45732084,96749,1076,HYUNDAI,Santa FE,2020,Jeep,TRUE,Diesel,9146,4,Automatic,Front,White,4
45774731,42337,639,BMW,528,2014,Sedan,TRUE,Petrol,156000,4,Tiptronic,Rear,White,12
45682457,10976,0,HONDA,FIT,2012,Sedan,FALSE,Petrol,114000,4,Automatic,Front,White,4
43116659,16621,586,TOYOTA,Prius,2012,Hatchback,FALSE,Petrol,158302,4,Automatic,Front,Blue,6
45802941,23734,911,HYUNDAI,Santa FE,2010,Jeep,TRUE,Diesel,115505,4,Automatic,Front,White,4
45797234,24433,777,HYUNDAI,H1,2014,Minivan,TRUE,Diesel,128000,4,Automatic,Front,Grey,4
45728738,34419,640,SSANGYONG,REXTON,2013,Jeep,TRUE,Diesel,95430,4,Automatic,Front,Silver,4
45792636,29793,1083,CHEVROLET,Camaro,2013,Coupe,TRUE,Petrol,134400,6,Manual,Rear,Grey,8
45811643,17249,707,MITSUBISHI,Outlander,2011,Jeep,FALSE,Petrol,112000,4,Tiptronic,Front,Grey,10
45539139,10349,1266,TOYOTA,Aqua,2014,Hatchback,FALSE,Hybrid,73000,4,Variator,Front,White,4
45804792,23932,640,HYUNDAI,Tucson,2013,Jeep,TRUE,Diesel,166762,4,Automatic,Front,White,4
45692357,13172,0,HYUNDAI,Tucson,2006,Jeep,TRUE,Petrol,160000,6,Tiptronic,4x4,Black,8
45813688,25089,0,HYUNDAI,Veloster,2015,Sedan,TRUE,Petrol,59000,4,Tiptronic,Front,Silver,8
45783708,28539,810,TOYOTA,Prius,2016,Hatchback,FALSE,Petrol,31000,4,Automatic,Front,Grey,8
45759047,18660,723,KIA,Cerato,2016,Sedan,TRUE,Diesel,28647,4,Automatic,Front,Silver,4
45806412,19444,1807,CADILLAC,Escalade,2012,Jeep,TRUE,Petrol,137210,8,Automatic,Rear,Black,12
45725829,12306,836,SSANGYONG,Actyon,2010,Sedan,TRUE,Diesel,199868,4,Automatic,Front,Silver,4
45730078,41281,730,SSANGYONG,Actyon,2016,Jeep,TRUE,Petrol,77000,4,Automatic,Front,Black,4
45804117,28830,642,HYUNDAI,Tucson,2012,Jeep,TRUE,Diesel,120950,4,Automatic,Front,Silver,4
45806815,18817,645,TOYOTA,Prius,2011,Sedan,TRUE,Hybrid,178000,4,Variator,Front,Grey,6
45774371,62722,0,HUMMER,H2,2004,Jeep,TRUE,Petrol,100070,8,Automatic,4x4,Black,6
45770827,16308,761,TOYOTA,Prius,2010,Hatchback,FALSE,Hybrid,135797,4,Automatic,Front,Red,0
45807591,49550,0,BMW,550 GT,2009,Hatchback,TRUE,Petrol,167000,6,Tiptronic,Rear,Black,9
45749892,11290,0,TOYOTA,Prius,2008,Sedan,FALSE,Hybrid,173000,4,Variator,Front,Blue,8
45791937,23834,1869,JEEP,Grand Cherokee,2019,Sedan,TRUE,Petrol,14096,6,Automatic,Rear,White,12
45571584,14426,0,TOYOTA,Prius,2010,Hatchback,FALSE,Hybrid,188800,4,Automatic,Front,Silver,8
45759913,10976,765,SUBARU,Impreza,2015,Sedan,FALSE,Petrol,96000,4,Tiptronic,4x4,White,12
44578446,20385,2469,HONDA,Elysion,2004,Minivan,TRUE,Petrol,0,4,Automatic,4x4,Black,1
45183450,28852,642,BMW,320,2012,Sedan,TRUE,Petrol,190000,4,Tiptronic,Rear,Sky blue,12
45802990,24932,639,HYUNDAI,Santa FE,2014,Jeep,TRUE,Diesel,52197,4,Automatic,Front,Beige,4
45779353,17249,531,NISSAN,Juke,2012,Jeep,FALSE,Petrol,99000,4,Tiptronic,Front,Black,10
45802957,51373,971,HYUNDAI,Santa FE,2016,Jeep,TRUE,Diesel,140552,4,Automatic,Front,White,4
45237191,100355,0,BMW,X5,2014,Jeep,TRUE,Petrol,0,8,Tiptronic,4x4,Black,12
45760553,17562,751,KIA,Optima,2013,Sedan,TRUE,Petrol,130000,4,Tiptronic,Front,White,10
